architecture,name,description,category,link,tipo_arquitectura,services
_pXybA6832o,Olikka: Self Service Hub with Alexa,"Company focuses on system integration and automation; customers request workspaces that support provision, identity
    Used rekognition because of no knowledge of cv required to use
    Used DynamoDB due to ease of use and latency
    Used numerous Lambda but due to CloudFormation, it's easy to setup
    Future Plan: use Sumerian (?)",interactive,https://www.youtube.com/watch?v=_pXybA6832o,Edge,"['Lambda', 'StepFunctions', 'S3', 'WorkSpaces', 'DeepLens', 'UserConsumerAlexaGoogleHome', 'Rekognition', 'DynamoDB']"
LYP98nPBj2A,Singtel: Next-Generation Mobile Financial Services Platform on AWS and Amazon Aurora PostgreSQL,"Arora over Oracle DB - HA, automation, cost. 7-10 transactions/sec, can handle 50transactions/sec",interactive,https://www.youtube.com/watch?v=LYP98nPBj2A,,"['EC2', 'ALB', 'Aurora', 'UserConsumerMobile']"
66fPHLmvikk,ContentWise: How we Use Amazon SageMaker in Production Italian,"This video talks about the company's experience with using SageMaker.
    They use a custom image that is uploaded to ECR and fetched by SageMaker.
    The company data scientist uses SageMaker Jupyter Notebooks to interact with the data/model.
    The SageMaker is hosted on VPC.",control,https://www.youtube.com/watch?v=66fPHLmvikk,,"['Lambda', 'S3', 'ECR', 'UserCompanyAnalyst', 'EC2', 'SageMaker']"
QuyZHin9B70,Veritas: Architecting a Global File System with AWS Storage and InfoScale,"veritas is an enterprise data management company. 100TB of data onpremises, but only 30TB data was essential to be migrated to cloud. Migration from onpremises to AWS. Storage tiering to save up on cost. multi region support for HA. Infoscale is a bridge between applications and infrastructure. Intelligence at application level to detect inconsistencies and replicate accordingly.",other,https://www.youtube.com/watch?v=QuyZHin9B70,,"['EC2', 'ThirdParty', 'EBS', 'S3']"
IV3KuMGVNXI,Deep Instinct: Collecting RT Statistics and Applying RT Decisions with Lambda@Edge,deep learning to cybersecurity. to prevent zero data attacks. real-time statistics - cloudfront not good for it. why dynamo db? easy simple to use.,interactive,https://www.youtube.com/watch?v=IV3KuMGVNXI,Edge,"['S3', 'UserCompanyAgent', 'LambdaAtEdge', 'CloudFront', 'DynamoDB']"
OWLGK-eVrTw,Heimdall Data: Query Caching Without Code Changes,"ISV working with Amazon to provide a proxy. performance and scale important. no work on the client side for confiduration. cache sits on the proxy as L1. in addition, elasticache used too.",interactive,https://www.youtube.com/watch?v=OWLGK-eVrTw,,"['Lambda', 'ThirdParty', 'NLB', 'UserConsumerAPI', 'ElastiCache', 'RDS']"
E8wYXtvGy5k,Freightways: Delivering 50M packages with Serverless Tracking Solution,talks about scale. 500-1500 req/min. talks about why they used Dynamodb?stop using SNS/SQS alternative because it did not scale. why use multiple SQS.fast latency 99% of times. talks about perf improvement,interactive,https://www.youtube.com/watch?v=E8wYXtvGy5k,,"['Lambda', 'Fargate', 'SQS', 'UserConsumerMobile', 'UserConsumerWeb', 'SNS', 'DynamoDB']"
pZ7Lr94noLo,Aventri: SaaS Solution for Event Management,"Event management software (real-workload event, not in CS sense).
    Has done 30K meetings, log 100K hours video/audios (<6 months?)",interactive,https://www.youtube.com/watch?v=pZ7Lr94noLo,,"['Lambda', 'Chime', 'S3', 'Fargate', 'SQS', 'UserConsumerWeb', 'ApiGateway', 'DynamoDB']"
Ozbv9qBsDG8,Clumio: Enterprise Backup as a Service with an AlwaysOn Security Model,"Note the graph for this was hard to parse as some services were mentioned but not drawn, so had to do some guesswork.
    Clumio provides a landscape description of data protection situation of your AWS account.
    Optionally it also allows you to create backups of your data.
    Provide a Cloud Formation Template to the customer: installs event bridge and IAM roles.
    Clumio creates a dedicated AWS account on behalf of the customer. This is where backup is going to reside.
    Supported data sources for backup: EBS, RDS, DyanmoDB
    Generates reports: compliance, audit, cost, data protection etc.
    Protection against: regional outages, randomware attacks, account compromises.
    KMS is used to encrypt any data being moved.
    S3 scalability is great -- so they take advantage of it by having customer data move to S3 directly.
    EBS, IAM_1, EventBridge -- are in user's account. Rest others are in a separate AWS account created by Clumio on behalf of the user.
    EBS in user's account is one example of data source. Others include RDS, DynamoDB.
    After backup, Clumio also performs postprocessing -- verification, cataloguing, indexing, etc.",other,https://www.youtube.com/watch?v=Ozbv9qBsDG8,,"['Lambda', 'ThirdParty', 'IAM', 'S3', 'EventBridge', 'EBS', 'KMS', 'SQS']"
sezX7CSbXTg,Taco Bell: Order Middleware - Enabling Delivery Orders at Massive Scale,42 million customers per week in 7000 restaurants. In 2 weeks the deployable flow was developed. highly scalable - 300k orders in hour. predictable cost model - pay as you go.,interactive,https://www.youtube.com/watch?v=sezX7CSbXTg,,"['Lambda', 'ThirdParty', 'EventBridge', 'UserConsumerMobile', 'ApiGateway', 'StepFunctions']"
X3mC6Yfd138,PredictHQ: Global Demand Intelligence for Data at Hyperscale,Tell customers where demand is coming from. Uber is one of the customers - Recommend uber where users the events going to be. ~7TB data pulled per day and pushed to either kafka or Elastic Search for later processing. Use of auto scaling groups to scale out and scale in. Cache data in Redis or Dynamo DB (90M records are cached). 25k requests a min. 95 percent requests are served in a second. Mostly uses EC2 to host most of their services and use some AWS services like DynamoDB. Use of ML to group the raw data together.,data_ingestion,https://www.youtube.com/watch?v=X3mC6Yfd138,,"['ThirdParty', 'DataExchange', 'UserCompanyDeveloper', 'EC2', 'ElastiCache', 'DynamoDB']"
U8xlmurP-6o,Simplex: Building a Scalable Serverless Cryptocurrency Platform,"Simplex builds cryptocurrency wallet system for financial institutions.
    Note the system is an N x M mapping (companies x currencies). In the graph we are only showing one company and one cryptocurrency.
    Mainly two flows -- withdrawing and depositing.
    Block data is to be processed (several gigabytes). A new system would take days to catch up and so snapshots are persisted in EBS.
    Main security concern is managing access to the private keys used for transactions. Key is managed offline to avoid hacking attempts.
    For online operation requirements, the keys are managed using CloudHSM. CloudHSM <> EC2 link is a private link.",interactive,https://www.youtube.com/watch?v=U8xlmurP-6o,,"['Lambda', 'ThirdParty', 'EBS', 'CloudHSM', 'EC2', 'SNS', 'ApiGateway', 'DynamoDB']"
qv9q0sFt6aY,LotteOn: BI Platform Using MicroStrategy Amazon Redshift and AWS Glue on AWS Korean,"Ingest multiple data sources into a data lake. Only mention data lake but not specifying the exact service.
    The graph is a little tricky. Does not make a lot of sense to me...
    User Parquet format in the data lake; transfer into Parquet first before ingesting into the data lake; DynamoDB data is stored in Redshift as JSON.",data_ingestion,https://www.youtube.com/watch?v=qv9q0sFt6aY,,"['ThirdParty', 'RedShift', 'Glue', 'S3', 'DynamoDB', 'EC2', 'OpenSearch', 'RDS']"
9Cg81Xgg7LQ,Pushpay Holdings Ltd : Strangling a Monolithic Application While Moving to Microservices on AWS,"Originally Windows + SQL server, scale up and resolve resilience issues by moving to microservices
    Platform: user management",other,https://www.youtube.com/watch?v=9Cg81Xgg7LQ,,"['ThirdParty', 'Kinesis', 'XRay', 'ECS', 'EC2', 'DynamoDB']"
cmYI6axlicc,Pirelli: Building a Data Platform at Scale,"15 factories * 6 sources => ~4K data streams
    2 layers of EMR",data_ingestion,https://www.youtube.com/watch?v=cmYI6axlicc,,"['EMR', 'MSK', 'RedShift', 'S3', 'Aurora', 'UserCompanyAnalyst', 'UserCompanyDataStream']"
MbkLJ62jtMc,Mueller Water Products: Scalable Ingestion of Sensor Data for Municipal Water Conservation LIVE,"Real time notification system
    Over 1m devices

    Many SQS (eg. one for email, one for persistent storage in DynamoDB)
    User Company API is for notification pushing (eg. email, SMS, UI)

    Completely serverless, so no need to worry about scalability, and less operational cost
    Used to use",control,https://www.youtube.com/watch?v=MbkLJ62jtMc,Edge,"['Lambda', 'RDS', 'SQS', 'UserCompanyAPI', 'SNS', 'DynamoDB']"
6YkguepAQuQ,Aetion: Deploy Applications  Provision Cloud Resources with AWS Developer Tools,,control,https://www.youtube.com/watch?v=6YkguepAQuQ,,"['CodeCommit', 'CloudFormation', 'CodePipeline', 'VPC', 'IAM', 'ECS', 'ALB', 'CodeBuild', 'UserCompanyDeveloper', 'ECR']"
SxFag4CMWU8,Sisense: Using Amazon EKS and FSx for Lustre for Multi-Source Data Ingestion and Presentation,"bi analyzer company. data has different sources. fsx or redshift? they use elasticube to make that decision. if its warm, redshift, if hot then fsx. why on eks? availability scalability etc. why choose fsx? fsx is vv fast responses, low latencies. has capability to keep data in s3 bucket.",data_ingestion,https://www.youtube.com/watch?v=SxFag4CMWU8,HPC,"['ThirdParty', 'RedShift', 'FSX', 'S3', 'EKS', 'Athena', 'UserConsumerWeb', 'EC2', 'RDS']"
gcgtLDB0cKA,CMD by Mantel Group: Ensuring Safe Vessel Transit at Sea Ports with Data,"Use case: help ships get into port according to data from sensors
    Whether user requested data is returned from DynamoDB or S3 bucket depends on volume and age of requested data
    Prediction will look and forecast up to two weeks
    After using serverless, 30% increase in data ingestion volume, 10-15% saving in running cost, and easy scaling","data_ingestion,interactive",https://www.youtube.com/watch?v=gcgtLDB0cKA,Edge,"['Lambda', 'MSK', 'S3', 'ECS', 'Firehose', 'DynamoDBStream', 'Athena', 'UserConsumerWeb', 'UserCompanyEdge', 'ApiGateway', 'DynamoDB']"
Pc7_uOdlGKo,Panasonic Avionics: Weather Data and ML Models Improve In-Flight Entertainment Customer Satisfaction,,data_ingestion,https://www.youtube.com/watch?v=Pc7_uOdlGKo,,"['Glue', 'S3', 'UserCompanyAgent', 'Athena', 'UserConsumerMobile', 'LakeFormation', 'SageMaker', 'QuickSight']"
uBiaWJbTRsE,Western Union: Using Service Catalog to Share Applications,cross border payments. multiple regions with multiple accounts. 700 - 800 products,control,https://www.youtube.com/watch?v=uBiaWJbTRsE,,"['Lambda', 'CloudFormation', 'CodeCommit', 'ServiceCatalog', 'CodePipeline', 'UserCompanyDeveloper']"
JYeXbUdFOdw,Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,1.5 billion records. get reports in seconds - reduced from 2 days. Open search analyzer to fine tune queries. event driven architecture as the 5 billion records. Graviton2 to optimize the cost. saved 20-30 percent of operational cost which is $100k.,"data_ingestion,interactive",https://www.youtube.com/watch?v=JYeXbUdFOdw,,"['Lambda', 'ThirdParty', 'S3', 'SES', 'UserConsumerWeb', 'OpenSearch', 'RDS']"
QOtCpD23118,LeasePlan: Leverages Serverless to Increase Driver Safety Reduce Fleet Costs and Lower Risk,"LeasePlan: world's largest fleet management company with over 1.8 million vehicles under management
    OneConnect: integrated Telematics platform which combines Telematics data with other sources (eg. fuel data)

    UserCompanyEdge has a number of sensors, including speed of vehicle, g-forces, GPS access, computer access
    SQS ensures the processing of each piece of data without dropping

    Open Street Maps data is pre-chunked into 5000 one-degree chunks (for rapid processing) using Athena",data_ingestion,https://www.youtube.com/watch?v=QOtCpD23118,Edge,"['Lambda', 'ThirdParty', 'Kinesis', 'Glue', 'S3', 'SQS', 'Athena', 'UserCompanyEdge']"
1VcpCVe3tLQ,Swimming Australia: Going for Gold at the Olympics with Machine Learning,Usage place of step functions is not clearly indicated.,"data_ingestion,compute_intensive,interactive",https://www.youtube.com/watch?v=1VcpCVe3tLQ,,"['Lambda', 'Glue', 'S3', 'Aurora', 'Athena', 'UserCompanyDataStream', 'UserConsumerMobile', 'SageMaker', 'ApiGateway', 'StepFunctions']"
u9DZRkJxvWo,PwC: Building an Efficient Intelligent Serverless Pipeline for the Pharma Industry,"healthcare segment. deal with regulations for pharmaceutical companies. they have a pipeline. around 20 lambda functions.
    they augment using machine learning. they transform this unstructured data. so a lot of data collection and augmentation takes place.
    store all of this data in RDS. this type of pipeline took 3-4 months wo AWS. With AWS, it took about a week only. so it helped the company in a big way.",data_ingestion,https://www.youtube.com/watch?v=u9DZRkJxvWo,,"['StepFunctions', 'RDS']"
mtZvA7ARepM,Temenos: Building Serverless Banking Software at Scale,"no 1 banking software. half a billion banking customers. elastic scalability automatic - they wanted that. pay as u go.
    ease of management. every request routed thru api gateway. RDS used as OLTP database. DynamoDB used as query optimized database, 
    only the things needed end up there. Fargate used for scaling out both external and internal infras, 
    again pay as u go made them take the decision. 50k txns/second. 12.5k txns/second are banking txns.",interactive,https://www.youtube.com/watch?v=mtZvA7ARepM,,"['Lambda', 'Kinesis', 'UserConsumerAPI', 'DynamoDB', 'Fargate', 'ELB', 'ApiGateway', 'RDS']"
QnwfcDZkwh8,Mediaset: Achieving an Omni-Channel Broadcasting Voting System Near Realtime at Scale,"viewers send in votes for broadcast content (challenges).
Key: wanted to rebuild in AWS to handle spiky load.",interactive,https://www.youtube.com/watch?v=QnwfcDZkwh8,Edge,"['CloudWatch', 'WAF', 'S3', 'UserConsumerTV', 'Fargate', 'OnPremDC', 'ALB', 'UserCompanyDeveloper', 'Firehose', 'MemoryDB', 'UserConsumerMobile', 'UserConsumerWeb', 'VPN']"
